Panorama Sidari,9.0,*świetne położenie na zboczu góry- pokoje na piętrach mają extra widok na morze (i taki miałyśmy)  *miałyśmy bezpłatny upgrade pokoju na taki z antresolą  fajny duży przestrzenny pokój z balkonem  *mega wygodne łóżka  lodówka  tv  zestaw szklanek na wyposażeniu  *hotel ma niby tylko greckie 3*  ale na serio karmią dobrze (!!!)  śniadania: różne opcje z jajek  fasolka w sosie  bekon i kiełbaski  pieczone pomidorki  omlet  ser żółty i wędliny plus pieczywo  które można sobie wrzucić do tostera  bar z płatkami  bufet sałatkowy  codziennie rano są pieczone na świeżo gofry + bufet deserowy (owoce  ciasta  musiki  później też lody)  obiady: zawsze frytki  różne mięso czerwone i kurczak  ryby w sosie  makaron dla dzieci  zapiekanki typu cannelloni  grillowane warzywa śródziemnomorskie  opcje wege typu bakłażan w sosie  zawsze zupa  bar sałatkowy i z deserami  feta zawsze w dużej ilości  oliwki  tapenady  kapary itp. tzatziki gęste przepyszne  kolacje to drugi obiad + zawsze kucharz serwuje mięso z pieca  które kroi na żywo: świetna wołowina  indyk etc. Załapaliśmy się podczas pobytu na wieczorek meksykański z nachosami  kukurydzą z grilla  enchiladami itp. Drugi wieczorek typowo grecki: grill  jagnięcina  kalmary  królik  dakos  fava itp. Żarcia w opór i smaczne😁 były też w dzień przekąski przy basenie  ale nie miałyśmy w ogóle potrzeby dojadać *od 8 do północy po terenie hotelu jeździ za darmo melex  który rozwozi i przywozi gości pod pokoje i do budynku głównego  *pokoje codziennie sprzątane i ścielone łóżka  *w opcji all inc.,,Ula,Poland,September 2021
Panorama Sidari,9.0,El personal y la atencion... Sin duda regreso. La comida deliciosa variada. La atención las instalaciones en general son muy cómodas. Esta cerca del centro puedes irte andando a las playas al túnel del amor.,,Donehil,Spain,September 2021
Panorama Sidari,10,il buffet era buono e ricco  avevamo un ampia scelta. la posizione dell'albergo è ottima con una vista mozzafiato.,,Faby,Italy,September 2021
Panorama Sidari,10,Bardzo udany pobyt. Świetna obsługa  jedzenie i wszystko na duże TAK. Lokalizacja super  piękny widok z okna. Menadżerka Vula bardzo sympatyczna i pomocna. Polecamy każdemu z czystym sumieniem. Hotel przerósł nasze oczekiwania biorąc pod uwagę cenę. Chętnie tam wrócimy 🙂,,Michal,Poland,August 2021
Panorama Sidari,10,Obsługa absolutnie fantastyczna  jeżeli chodzi o jedzenie- każdy znajdzie coś dla siebie,,Ewa,Poland,August 2021
Panorama Sidari,9.0,Plaja destul de aproape 10 min de mers pe jos și cu nisip atât jn apa cât și pe plaja FARA SCOICI sau ALGE!!!!Chiar neașteptat de curată!Mâncarea destul de buna nu rabatul care se face la turci insa mult mai calitativa mai gustoasa.Foarte atenți cu clienți pana și la plecare am fost intrebat “dacă am vreo nemulțumire” deși ei practic își luaseră banii puteau sa nu ii mai intereseze acest aspect!!!!,,Catalin,Romania,August 2021
Panorama Sidari,9.0,Personnels super agréable . Vue et panorama magnifique,,Najat,Belgium,August 2021
Panorama Sidari,9.0,Η τοποθεσία εξαιρετικη καθως και τα φαγητά που ικανοποιούν όλα τα γούστα,,Twin,Greece,August 2021
Panorama Sidari,9.0,Przepiękne widoki z pokoju  nazwa hotelu idealnie odzwierciedla stan faktyczny :) podwójne drzwi balkonowe zasłaniające 100% promieni słonecznych (trochę gorzej z wygluszaniem dźwięków) pozwoliły na długi  spokojny sen. Przemili i pomocni ludzie z obsługi - na recepcji  w restauracji  przy barze  w serwisie sprzątającym i kierowcy melexów! Zero wyjątków! Wszędzie witano nas uśmiechem i czuliśmy się niemal jak w domu. Przyjemny  nienachalny  choć powtarzalny program animacji dla dzieci i dorosłych  prowadzony fantastyczny team animatorów (pozdrawiamy ekipę Forever Fun - Ivatsa  Veronikę  Nedko i Martina!). Co wieczór inny temat animacji  raz był quiz muzyczny  innego dnia wieczór grecki itd. Lunche i kolacje różnorodne  bardzo dobre  każdy z pewnością znajdzie coś dla siebie. Bardzo smaczne drinki na barze  spory wybór i nie żałowano alkoholu! :D  Czysty  dość głęboki basen  tylko mógłby być nieco większy.,,Dorota,Poland,August 2021
Panorama Sidari,8.0,L'accueil à l'arrivée  le personnel en général est très à l'écoute et très agréable.  Petit déjeuner copieux et les repas assez diversifiés.  La situation géographie nous a permis de sillonner une bonne partie de l'île en scooter.,,Didier,France,August 2021
Panorama Sidari,9.0,Servicii deosebite  oameni muncitori  curatenie si panorama deosebita. Confortul in camere mai suporta imbunatatiri.,,Hiri,Romania,August 2021
Panorama Sidari,9.0,Hotelul arata mult mai dragut ca in poze  mancarea delicioasa si variata  iar echipa de animatori a fost fantastica.,,Diana,Romania,July 2021
Panorama Sidari,10,Hotel był świetny  na żywo wyglądał jeszcze lepiej niż na zdjęciu. Jedzenie wyśmienite. Personel przemiły! Polecam gorąco!!,,Faustyna,Poland,August 2021
Panorama Sidari,6.0,Cordiali e disponibili  la pulizia è buona il tutti i locali  la parte del ristorante  la hall  la reception e la zona piscina è tutta in stile moderno quindi credo  e spero  che siano in fase di crescita anche con le stanze. La pecca è una ripida salita che separa l' ingresso dalle camere ma hanno messo a disposizione una macchina elettrica e un autista che sale e scende quando viene chiamato dai clienti. Ottimo il buffet  la colazione è varia ma non ho mai avuto bisogno di richiedere prodotti senza glutine o lattosio o altro ma conoscendo lo staff credo che avrebbero provveduto senza problemi. Pranzo e cena vari e abbondanti  per noi Italiani è complicato trovare una buona cucina all' estero ma devo dire che qui non abbiamo avuto problemi  noi ci adattiamo molto alla cucina locale ma essendo molto speziata  se non ci andava un piatto  avevamo una vasta scelta su tutto il resto. il personale in sala è molto attento ad esserci quando deve  ripeto la pulizia e il decoro. Possibilità di Lunch o Dinner box se non si rientra in tempo per il pasto. Ottimo! Tutto!,,Denise,Italy,September 2022
Panorama Sidari,6.0,il buffet era molto vario sconsiglio solo la pasta mentre per quanto riguarda la struttura era molto vicina alla spiaggia e al centro del paese,,Mattia,Italy,September 2022
Panorama Sidari,4.0,la piscina  la cordialità del personale (quasi tutto) e le dimensioni della stanza,,Barbara,Italy,September 2022
Panorama Sidari,2.0,Θέα,,Spyros,Cyprus,July 2022
Panorama Sidari,2.0,le choix  la qualité de la nourriture et la wifi disponible dans les chambres. les espaces vert entretenus  la situation qui permet de se rendre à pied au centre de Sidari.,,Valerie,France,July 2022
Panorama Sidari,4.0,Mi è piaciuta la disposizione della struttura   con svariati stabili a terrazzate con vista mare . Il personale del ristorante attento cordiale e disponibile. Complimenti al manager di sala.,,Patrizia,Switzerland,June 2022
Panorama Sidari,5.0,Non saprei dire ….,,Valeriu,Italy,June 2022
Panorama Sidari,1.0,Niestety obiekt Sidari nie byl otwarty.,,Joanna,United Kingdom,August 2020
Panorama Sidari,9.0,Sehr nettes und tuvorkommendes Personal  reichhaltiges Buffet  Unterhaltungsprogramm am Abend,,Anonymous,Switzerland,June 2022
Panorama Sidari,8.0,Det var fine glas øl og det smagte godt  God mad  Venligt personale  Fin lille landsby hvor det tog max 10 min at gå til strand og bar gaden . Fir en hurtig gående 5 min .,,Anonymous,Denmark,September 2021
Panorama Sidari,10,Das Hotel hat eine solide Lage  einen großen sauberen Pool  Essen für jeden Geschmack. Das Personal war äußerst freundlich  besonders die Dame an der Rezeption  Ivana. Alle Empfehlungen.,,Anonymous,Austria,August 2021
Panorama Sidari,8.0,Chauffeur de voiture Nickolas très agréable Repas variés même pour les végétarien. Personnel agréable,,Anonymous,France,August 2021
Panorama Sidari,7.0,There are no comments available for this review,,Heath,United Kingdom,September 2022
Panorama Sidari,9.0,There are no comments available for this review,,Kovacs,Romania,August 2022
Panorama Sidari,10,There are no comments available for this review,,John,United Kingdom,October 2022
Panorama Sidari,10,There are no comments available for this review,,Aleksei,Russia,September 2022
Panorama Sidari,9.0,There are no comments available for this review,,Megija,Latvia,September 2022
Panorama Sidari,7.0,There are no comments available for this review,,Liam,United Kingdom,August 2022
Panorama Sidari,9.0,There are no comments available for this review,,Mindaugas,Lithuania,July 2022
Panorama Sidari,10,There are no comments available for this review,,Sigita,Norway,August 2022
Panorama Sidari,9.0,There are no comments available for this review,,Irina,United Kingdom,July 2022
Panorama Sidari,9.0,There are no comments available for this review,,Daniel,Czech Republic,June 2022
Panorama Sidari,8.0,There are no comments available for this review,,Viktorija,Denmark,June 2022
Panorama Sidari,9.0,There are no comments available for this review,,Peter,United Kingdom,June 2022
Panorama Sidari,10,There are no comments available for this review,,Apopei,United Kingdom,June 2022
Panorama Sidari,9.0,There are no comments available for this review,,Daniela,Czech Republic,October 2021
Panorama Sidari,10,There are no comments available for this review,,Kerry,United Kingdom,October 2021
Panorama Sidari,10,There are no comments available for this review,,Standa,,September 2021
Panorama Sidari,8.0,There are no comments available for this review,,Mia,United Kingdom,September 2021
Panorama Sidari,7.0,There are no comments available for this review,,Atanas,Bulgaria,August 2021
Panorama Sidari,8.0,There are no comments available for this review,,Ainars,Latvia,August 2021
Panorama Sidari,6.0,There are no comments available for this review,,Denisa,Romania,August 2022
Panorama Sidari,6.0,There are no comments available for this review,,Adriana,United Kingdom,August 2022
Panorama Sidari,10,There are no comments available for this review,,Anonymous,Australia,August 2022
Panorama Sidari,9.0,There are no comments available for this review,,Anonymous,United Kingdom,October 2021
Panorama Sidari,8.0,There are no comments available for this review,,Zuzana,Slovakia,September 2022
Panorama Sidari,8.0,There are no comments available for this review,,Aurelian,Romania,August 2022
Panorama Sidari,8.0,There are no comments available for this review,,Mateusz,Poland,October 2022
Panorama Sidari,7.0,There are no comments available for this review,,Giuseppe,Italy,October 2022
Panorama Sidari,7.0,There are no comments available for this review,,Giulia,Italy,October 2022
Panorama Sidari,7.0,There are no comments available for this review,,Felder,Germany,October 2022
Panorama Sidari,10,There are no comments available for this review,,Katarzyna,Poland,October 2022
Panorama Sidari,7.0,There are no comments available for this review,,Antje,Germany,September 2022
Panorama Sidari,8.0,There are no comments available for this review,,Francesca,Italy,September 2022
Panorama Sidari,10,There are no comments available for this review,,Klaudia,Poland,September 2022
Panorama Sidari,9.0,There are no comments available for this review,,Dominik,Germany,September 2022
Panorama Sidari,8.0,There are no comments available for this review,,Federico,Belgium,August 2022
Panorama Sidari,7.0,There are no comments available for this review,,Kamil,Poland,August 2022
Panorama Sidari,9.0,There are no comments available for this review,,Larisa,Germany,September 2022
Panorama Sidari,10,There are no comments available for this review,,Alesia,Belarus,September 2022
Panorama Sidari,8.0,There are no comments available for this review,,Sirpa,Finland,September 2022
Panorama Sidari,9.0,There are no comments available for this review,,Sirpa,Finland,September 2022
Panorama Sidari,9.0,There are no comments available for this review,,Nadea,Italy,September 2022
Panorama Sidari,7.0,There are no comments available for this review,,Ludek,Czech Republic,August 2022
Panorama Sidari,8.0,There are no comments available for this review,,Anna,Poland,August 2022
Panorama Sidari,8.0,There are no comments available for this review,,Giorgos,Greece,August 2022
Panorama Sidari,10,There are no comments available for this review,,Μαριτινα,Greece,August 2022
Panorama Sidari,7.0,There are no comments available for this review,,Kezia,France,July 2022
Panorama Sidari,9.0,There are no comments available for this review,,Carolina,Spain,July 2022
Panorama Sidari,7.0,There are no comments available for this review,,Cristina,Italy,August 2022
Panorama Sidari,8.0,There are no comments available for this review,,Toma,Romania,July 2022
Panorama Sidari,10,There are no comments available for this review,,Julia,Romania,August 2022
Panorama Sidari,10,There are no comments available for this review,,Viktoryia,Ireland,May 2022
Panorama Sidari,9.0,There are no comments available for this review,,Márta,Hungary,July 2022
Panorama Sidari,9.0,There are no comments available for this review,,Simon,Sweden,July 2022
Panorama Sidari,8.0,There are no comments available for this review,,Olga,Czech Republic,July 2022
Panorama Sidari,8.0,There are no comments available for this review,,Simona,Slovakia,July 2022
Panorama Sidari,8.0,There are no comments available for this review,,Stefano,Italy,July 2022
Panorama Sidari,10,There are no comments available for this review,,Fatlum,Austria,July 2022
Panorama Sidari,8.0,There are no comments available for this review,,Jan,Iceland,July 2022
Panorama Sidari,7.0,There are no comments available for this review,,Lene,Denmark,July 2022
Panorama Sidari,8.0,There are no comments available for this review,,Marek,Czech Republic,July 2022
Panorama Sidari,8.0,There are no comments available for this review,,Liesbet,Belgium,July 2022
Panorama Sidari,9.0,There are no comments available for this review,,Pavel,Germany,June 2022
Panorama Sidari,9.0,There are no comments available for this review,,Ivano,Romania,June 2022
Panorama Sidari,10,There are no comments available for this review,,Giorgia,Italy,June 2022
Panorama Sidari,10,There are no comments available for this review,,Andrea,Hungary,May 2022
Panorama Sidari,8.0,There are no comments available for this review,,Mindaugas,Lithuania,June 2022
Panorama Sidari,10,There are no comments available for this review,,Dominika,Poland,June 2022
Panorama Sidari,9.0,There are no comments available for this review,,Massimo,Italy,May 2022
Panorama Sidari,7.0,There are no comments available for this review,,Eva,Czech Republic,October 2021
Panorama Sidari,9.0,There are no comments available for this review,,Lukáš,Czech Republic,October 2021
Panorama Sidari,10,There are no comments available for this review,,Anna,Italy,October 2021
Panorama Sidari,8.0,There are no comments available for this review,,Kamila,Poland,September 2021
Panorama Sidari,7.0,There are no comments available for this review,,Lucyna,Poland,September 2021
Panorama Sidari,7.0,There are no comments available for this review,,Ann-kristin,Canada,August 2021
Panorama Sidari,10,There are no comments available for this review,,Attila,Hungary,August 2021
Panorama Sidari,7.0,There are no comments available for this review,,Krisztián,Hungary,August 2021
Panorama Sidari,10,There are no comments available for this review,,Bartosz,Poland,August 2021
Panorama Sidari,10,There are no comments available for this review,,Ervin,Hungary,August 2021
Panorama Sidari,10,There are no comments available for this review,,Roman,Slovakia,August 2021
Panorama Sidari,8.0,There are no comments available for this review,,Wojciech,Poland,August 2021
Panorama Sidari,10,There are no comments available for this review,,Mariusz,Poland,August 2021
Panorama Sidari,7.0,There are no comments available for this review,,Viola,Italy,August 2021
Panorama Sidari,10,There are no comments available for this review,,Tomasz,Poland,August 2021
Panorama Sidari,10,There are no comments available for this review,,Tomasz,Poland,August 2021
Panorama Sidari,10,There are no comments available for this review,,Ioana,Italy,August 2021
Panorama Sidari,9.0,There are no comments available for this review,,Dionysios,Greece,August 2021
Panorama Sidari,10,There are no comments available for this review,,Dorte,Denmark,August 2021
Panorama Sidari,4.0,There are no comments available for this review,,Katarina,Sweden,August 2022
Panorama Sidari,6.0,There are no comments available for this review,,Magdalena,Poland,June 2022
Panorama Sidari,10,There are no comments available for this review,,Anonymous,Poland,September 2022
Sugar and Almonds,10,perfect location wonderful view very clean great space,showers leaked a bit but minor issue,Amanda,United Kingdom,September 2022
Sugar and Almonds,10,It is fantastic!!,Nothing,Marian,Bulgaria,August 2022
Sugar and Almonds,10,Excellent location and host. The apartment has a gorgeous view. it was clean and comfortable. Beach and many restaurants at few minutes walk. ideal for a family with 1-2 kids.,,Stefan,France,August 2022
Sugar and Almonds,10,wonderful apartments- clean and stylish. great location.,nothing,Isabelle,United Kingdom,July 2022
Sugar and Almonds,10,Met on our arrival by our host Pepi. She is a lovely lady and nothing is too much trouble for her. She is very proud of her apartments and it’s shows as they are immaculate! The lady that cleans the apartments works extremely hard and it was lovely to come back deer a day out to fresh towels and bedding. The property was modern  spacious and very comfortable . We had 4 balconies with ample seating space. if you wanted to cook there was everything available in the open plan kitchen. excellent aircon  fly screens . Beautiful sunsets every night from the balcony. within walking distance of thee wonderful beach  tavernas and supermarkets.  Will return,one small gripe if using the shower over the bath it tended to flood the floor. This was the only thing I could think of as everything else was amazing.,Lisa,United Kingdom,June 2022
Sugar and Almonds,8.0,Location was good. Peace and quiet was good  lovely to hear the sea in the night. TV and wifi were good. Apartment was very attractive. Pepi was very helpful.,We are avid readers so we felt more reading lamps would have been a benefit. A medium size saucepan would have been good  there was only one smallish one and one huge one. Though there was lots of crockery  glassware  good sharp knives.,Barbara,United Kingdom,October 2021
Sugar and Almonds,10,We really loved our stay at Sugar and Almond. Our flight was really delayed and we arrived very late at night but Pepi was right there to welcome us. She responded very quickly to any questions we had during booking  after our arrival and during our stay. Our apartment (biscoto) was on the upper floor. We were welcomed with a lovely fruit basket and a bottle of wine. The apartment was new  modern  really spacious and very clean. All the rooms including the two bedrooms had the sea view and sizable terraces in front. The decor was neutral and tasteful. We really liked additional little balconies off the kitchen and next to the bathroom where we could dry our beach towels on the provided rack. That way the front terraces were free of our beach stuff. The apartment was nicely furnished and the kitchen well equipped. There was a plenty of built-ins to store our things comfortably. There was a cleaning service daily by a lovely lady for whom nothing was a problem. We loved the close proximity to the beach and the beautiful sunsets in peaceful surroundings. Agios Stefanos is a quiet town with plenty of restaurant options  bakeries and a few grocery stores  one being a short walk from the property. We really loved Manthos Restaurant and the Waves Taverna on the beach. The apartment was beautiful and I do not think the pictures do it justice. Thank you Pepi for hosting us and for a beautiful parting gift.,,Gosha,United States,August 2021
Sugar and Almonds,9.0,Great location. Stunning view. Everything you need and really clean. Great air conditioning. 2 minutes walk to the supermarket  3 minutes from beach and lots of fabulous restaurants and bars also within a few minutes walk. This is our second stay here and we’ll definitely be back.,,Debbie,United Kingdom,August 2021
Sugar and Almonds,10,Wonderful place to stay  amazing host Pepi 💛,Comfort,Thomas,Lithuania,July 2021
Sugar and Almonds,10,The apartment is in a perfect location  about 1 minute walk from the beach and stunning views of the sea from every front facing room and balcony. The apartment is modern  spacious  well equipped and spotlessly clean. Communication from Pepi was excellent and she was very friendly and helpful on arrival. Can't recommend this place enough!,Nothing.,Andy,United Kingdom,September 2020
Sugar and Almonds,10,Great apartment  so spacious  ideal location  we loved it. The owners were great communicators and made us very welcome.,Balcony isn't very private at the price  there are 4 apartments as part of the place  if you're on the ground floor you'll be passed by everyone else as they come in. All very friendly but worth knowing.,Anonymous,Tanzania,August 2021
Sugar and Almonds,8.0,"Die Gastgeberin Pepi war sehr freundlich. 2 Flaschen Wasser waren vorhanden. Die Abholung vom Flughafen hat suoer geklappt. Der Blick vom Balkon war sehr schön. (Sonnenuntergangsseite) Die Küche ist gut ausgestattet. Ein Supermarkt ist 100 Meter entfernt. Es gibt viele Restaurants in der Nähe. Das Restaurant ""Waves"" können wir empfehlen. Bei Verzehr kann man die Strandliegen kostenlos nutzen.",,Manjeet,Germany,September 2022
Sugar and Almonds,10,Всичко.,,Georgi,Bulgaria,August 2022
Sugar and Almonds,9.0,Die Lage des Hauses ist perfekt! Man läuft nur wenige Minuten runter zum Strand  sowie zum Supermarkt und Restaurants. In der Wohnung weht eine angenehme Meeresbrise und nachts hört man natürlich das Meeresrauschen. Die Wohnung ist riesig und hat eine tolle Ausstattung  sodass man auch mal was kochen kann. An allen Türen und Fenstern sind Fliegengitter  die man auch braucht. Einfach jedes Zimmer hat einen Balkon! Abends hat man perfekten Blick auf den wunderschönen Sonnenuntergang über dem Meer. Auch die Agios Stefanos Bucht ist traumhaft mit dem tollen langen Sandstrand. Fast jeden Tag kommt eine Reinigungskraft  was wir aber nicht unbedingt benötigt hätten. Noch ein großer Bonus: Unten in der Garage ist alles voller Strandausstattung für die ganze Familie von Luftmatratzen über Sandspielzeug und Schnorcheln  alles dabei.,,Mialein,Germany,June 2022
Sugar and Almonds,9.0,super Blick  gut ausgestattet  sehr hilfreiche Vermieterin,,Daniel,Germany,June 2022
Sugar and Almonds,9.0,La propietaria Pepi  muy amable y atenta. La ubicación es muy buena  con unas vistas estupendas  y el equipamiento general de la vivienda es muy completo.,,Luis,Spain,August 2021
