264,Apartment in Kerkira,La Bohème,1 queen bed,Jun 1 – 6,4.93,59,125
265,Home in Corfu,Veranda Kommeno,1 double bed,Jun 1 – 6,4.89,55,112
266,Condo in Kerkira,Old Port Breeze,1 bed,Jun 1 – 6,4.96,24,99
267,Home in Kerkira,Studio B,2 queen beds,Jun 10 – 15,5.0,9,123
268,Private room in Corfu,La Estrella. Beach  shops  Gouvia Marina walking,1 queen bed,Jun 1 – 6,4.85,65,30
269,Villa in Mpenitses,Monastery Retreat and Seaview,3 beds,Jun 1 – 6,4.94,37,112
270,Villa in Corfu,City Villa with a Pool. Trendy area,6 beds,Jun 1 – 6,4.75,4,527
271,Villa in Alepou,Lovely mansion with pool  close to Corfu town.,7 beds,Jun 1 – 6,4.96,27,610
272,Condo in Kerkira,The In Town Apartment - With a Private Terrace,1 bed,Jun 1 – 6,5.0,4,159
273,Villa in Mparmpati,Luxury Villa Barbati Sun with private pool,4 beds,Jun 15 – 20,5.0,8,413
274,Villa in Kalami,"""Villa Elissavet"" - Kalami Bay - Family Pool House",4 beds,Jun 1 – 8,5.0,8,413
275,Villa in Sinarades,Corfu  Sinarades Villa,2 beds,Jun 7 – 12,4.78,36,187
276,Apartment in Corfu,Direct access to the beach & Jacuzzi,6 beds,Jun 6 – 13,4.43,42,176
277,Condo in Kerkira,The Dreamy Loft Corfu,6 beds,Jun 8 – 13,5.0,14,215
278,Home in Corfu,Villa Chloe with Private Pool,7 beds,Jun 3 – 10,4.81,21,310
279,Apartment in Corfu,Senses Suite Tessera: Luxury  renovated Apartment,1 double bed,Jun 10 – 15,4.87,15,105
280,Private room in Mpenitses,Lord Ape Suites Club 3,1 bed,Jun 1 – 6,New,0,89
281,Condo in GR,Self catering studios with beautiful sea view.,2 single beds,Jun 1 – 8,5.0,23,50
282,Villa in Kerkira,Villa Felicia,4 beds,Jun 1 – 6,4.92,12,340
283,Home in Agios Ioannis Parelia  Corfu,Karlaki House,4 beds,Jun 1 – 8,5.0,17,529
284,Villa in Corfu,Jasmin Villa Nissaki  Corfu,3 beds,Jun 3 – 10,5.0,8,230
285,Guest suite in Mparmpati,Locanda Guesthouse 1,1 queen bed,Jun 1 – 6,5.0,22,118
286,Apartment in Nisaki  Kaminaki,Anda Studio: Cozzy little apartment in Kaminaki,1 double bed,Jun 7 – 12,4.43,49,73
287,Villa in Kontokali,Villa Durrell: Large Private Pool  Walk to Beach  A/C  WiFi,6 beds,Jun 11 – 16,4.75,4,604
288,Apartment in Kerkira,<Kampielo Homes> - 19th century three level place,2 double beds,Jun 1 – 6,4.33,21,79
289,Condo in Kerkira,Zia Maria's House next to Corfu port,1 queen bed,Jun 1 – 6,4.86,21,74
290,Apartment in Kassiopi,Corfu island KASSIOPI’S best sea view apartment,3 beds,Jun 24 – 29,5.0,23,166
291,Apartment in Kira Chrisikou,Mellmari apartment,3 beds,Jun 1 – 6,4.92,37,123
292,Villa in Kerkira,"My Mediterranean Villa in Corfu ""Villa Artemis""",7 beds,Jun 5 – 10,4.92,37,123
293,Villa in Kalami,Kalami Beach - Villa Anastasia,3 beds,Jun 26 – Jul 1,4.75,4,507
294,Apartment in Kerkira,watching the sea .,2 beds,Jun 1 – 6,4.95,58,114
295,Private room in Palaiokastritsa,Fotini Studios,2 beds,Jun 1 – 6,4.81,33,78
296,Villa in Kato Korakiana,Luxury Wooden Villa with Pool  The Nest,6 beds,Jun 1 – 6,4.93,41,558
297,Apartment in Kerkira,Swanky apartment in Corfu,3 beds,Jun 1 – 6,4.93,73,118
298,Apartment in GR,"""Eureka!"" Memorable Old Town Apt.",2 beds,Jun 1 – 6,4.96,74,85
299,Cottage in Ano Korakiana,White Jasmine Cottage,3 beds,Jun 1 – 6,4.93,29,215
300,Villa in Liapades,Villa Greece,4 single beds,Jun 15 – 20,5.0,8,353
301,Villa in Kerkira,Pelagos Villas  Luxury Suites  Ano Pyrgi  Corfù,2 double beds,Jun 1 – 6,4.98,44,353
302,Villa in Kentroma,Villa Casa del' mare Agni bay NEcoast Corfu (6+1).,5 beds,Jun 17 – 24,5.0,11,734
303,Hotel room in Mpenitses,Anasa Corfu - Superior Room with Sea View,1 double bed,Jun 1 – 6,4.62,37,83
304,Villa in Kato Korakiana,Ionian Sea View Villa with magnificent view,6 beds,Jun 6 – 11,5.0,7,651
305,Tiny home in Corfu,Villa Anthoussa - Kalivilla private house,3 beds,Jun 1 – 6,4.94,17,177
