279,Loft in Kato Neochoropoulo,Kassiani's house,3 beds,Jan 8 – 13,4.91,56,71
280,Home in Ioannina,The huge house with the green yard,3 beds,Jan 8 – 13,4.84,37,65
281,Home in Potistika,Potistika,1 bed,Jan 7 – 14,New,0,71
282,Home in Syrrako,Mountain house -mountain getaway,4 beds,Jan 8 – 14,4.93,40,141
283,Home in Mazaraki,Olivia's House,3 beds,Jan 7 – 12,4.88,16,83
284,Apartment in Kato Neochoropoulo,Alfa House Fully Renovated Apartment,2 beds,Feb 1 – 6,4.98,42,50
285,Condo in Stavraki,Alexandras’ Appartment,2 beds,Jan 8 – 14,5.0,4,141
286,Apartment in Perama,Modern and sunny studio in Perama-Ioannina #2,1 double bed,Jan 9 – 14,4.88,16,65
287,Cottage in Episkopiko,Bungalow Episkopiko,3 beds,Jan 9 – 14,4.88,16,65
288,Condo in Velissarios,CHRISTINAS STUDIO #1,1 bed,Jan 9 – 14,5.0,4,80
289,Condo in Ioannina,21st Street Comfy Studio in Ioannina,1 bed,Jan 16 – 21,4.92,12,50
290,Condo in Anatoli,Cozy Studio in Ioannina,2 beds,Jan 8 – 13,5.0,3,65
291,Apartment in Ioannina,V&L Sunset 2,3 beds,Jan 10 – 15,4.9,10,63
292,Apartment in Ιωάννινα,2. Apartment In Ioannina  Perama,1 double bed,Jan 8 – 13,4.47,75,64
293,Apartment in Ioannina,Marianthe Apartments Ap.2,1 bed,Jan 8 – 13,4.47,75,64
294,Condo in Ioannina,Vegi's home,3 beds,Jan 18 – 23,4.47,75,64
295,Home in Anthochori,Pefkos House,2 beds,Jan 9 – 14,4.47,75,64
296,Condo in Ioannina,MARINA'S APARTMENT6 Ισόγειο με χώρο στάθμευσης,3 beds,Jan 8 – 13,5.0,4,143
297,Apartment in Ioannina,1. Apartment with two rooms In Ioannina  Perama,1 double bed,Jan 9 – 14,4.32,31,50
298,Villa in Katsikas,Sevi's Luxury Guesthouse Villa,3 queen beds,Jan 8 – 13,5.0,12,152
299,Apartment in Ioannina,Diana's Cozy 7 Studio,2 beds,Apr 8 – 13,3.25,4,59
300,Private room in Tymfi,Mystic Lake,2 beds,Jan 10 – 15,4.64,11,63
301,Home in Rodotopi,Family and relaxing house in a village,5 beds,Jan 10 – 15,5.0,51,108
302,Home in Perama,Marieli apartment comfortable and pleasant stay.,2 beds,Jan 9 – 14,5.0,25,73
303,Apartment in Ioannina,ASTRA IN CITY - B4,3 beds,Jan 8 – 14,4.92,12,131
304,Condo in Ioannina,Ioannina Luxury 65m2 Apartment NETFLIX Incl.,3 beds,Jan 18 – 23,4.67,12,79
305,Home in Ioannina,Into nature  into tradition!!,4 beds,Jan 8 – 13,4.94,17,94
